SYMBOL,Gene,Feature
AMZ2,ENSG00000196704,ENST00000582430
AMZ2,ENSG00000196704,ENST00000584494
AMZ2,ENSG00000196704,ENST00000584836
RP11-147L13.2,ENSG00000265100,ENST00000577698
AMZ2,ENSG00000196704,ENST00000585050
AMZ2,ENSG00000196704,ENST00000581779
AMZ2,ENSG00000196704,ENST00000359904
AMZ2,ENSG00000196704,ENST00000580548
AMZ2,ENSG00000196704,ENST00000584350
AMZ2,ENSG00000196704,ENST00000580837
AMZ2,ENSG00000196704,ENST00000392720
AMZ2,ENSG00000196704,ENST00000579724
AMZ2,ENSG00000196704,ENST00000584837
AMZ2,ENSG00000196704,ENST00000612294
RP11-552F3.12,ENSG00000267426,ENST00000593156
FBF1,ENSG00000188878,ENST00000319129
FBF1,ENSG00000188878,ENST00000592193
FBF1,ENSG00000281844,ENST00000627351
FBF1,ENSG00000188878,ENST00000586717
FBF1,ENSG00000188878,ENST00000585990
FBF1,ENSG00000188878,ENST00000586838
FBF1,ENSG00000188878,ENST00000389570
SPIRE1,ENSG00000134278,ENST00000440472
SPIRE1,ENSG00000134278,ENST00000453447
SPIRE1,ENSG00000134278,ENST00000592156
SPIRE1,ENSG00000134278,ENST00000487491
SPIRE1,ENSG00000134278,ENST00000449797
SPIRE1,ENSG00000134278,ENST00000309836
SPIRE1,ENSG00000134278,ENST00000626255
SPIRE1,ENSG00000134278,ENST00000410092
SPIRE1,ENSG00000134278,ENST00000409402
CABYR,ENSG00000154040,ENST00000463087
CABYR,ENSG00000154040,ENST00000627314
CABYR,ENSG00000154040,ENST00000585037
CABYR,ENSG00000154040,ENST00000399496
CABYR,ENSG00000154040,ENST00000621648
CABYR,ENSG00000154040,ENST00000579102
CABYR,ENSG00000154040,ENST00000581872
CABYR,ENSG00000154040,ENST00000327201
CABYR,ENSG00000154040,ENST00000584752
CABYR,ENSG00000154040,ENST00000486759
CABYR,ENSG00000154040,ENST00000399481
CABYR,ENSG00000154040,ENST00000577705
CABYR,ENSG00000154040,ENST00000579956
CABYR,ENSG00000154040,ENST00000581397
CABYR,ENSG00000154040,ENST00000399499
CABYR,ENSG00000154040,ENST00000415309
SS18,ENSG00000141380,ENST00000269137
SS18,ENSG00000141380,ENST00000582092
SS18,ENSG00000141380,ENST00000585241
SS18,ENSG00000141380,ENST00000580958
SS18,ENSG00000141380,ENST00000269138
SS18,ENSG00000141380,ENST00000585121
SS18,ENSG00000141380,ENST00000415083
SS18,ENSG00000141380,ENST00000579640
SS18,ENSG00000141380,ENST00000542420
SS18,ENSG00000141380,ENST00000539244
DOT1L,ENSG00000104885,ENST00000398665
DOT1L,ENSG00000104885,ENST00000478937
DOT1L,ENSG00000104885,ENST00000452696
,,ENSR00001908157
ZNF555,ENSG00000186300,ENST00000585966
ZNF555,ENSG00000186300,ENST00000591539
AC006130.3,ENSG00000267063,ENST00000589365
ZNF555,ENSG00000186300,ENST00000334241
CLEC4GP1,ENSG00000268297,ENST00000596555
,,ENSR00001909363
CTB-55O6.8,ENSG00000141854,ENST00000269720
MIR1199,ENSG00000277805,ENST00000621445
EEF1DP1,ENSG00000228887,ENST00000585891
CTB-55O6.8,ENSG00000141854,ENST00000590772
CTB-55O6.8,ENSG00000141854,ENST00000587086
CTB-55O6.8,ENSG00000141854,ENST00000591982
,,ENSR00001910545
FCHO1,ENSG00000130475,ENST00000597512
FCHO1,ENSG00000130475,ENST00000596536
FCHO1,ENSG00000130475,ENST00000594202
FCHO1,ENSG00000130475,ENST00000252771
FCHO1,ENSG00000130475,ENST00000600676
FCHO1,ENSG00000130475,ENST00000596951
FCHO1,ENSG00000130475,ENST00000602111
FCHO1,ENSG00000130475,ENST00000600058
FCHO1,ENSG00000130475,ENST00000595594
FCHO1,ENSG00000130475,ENST00000595033
AF038458.3,ENSG00000267786,ENST00000592518
LRFN3,ENSG00000126243,ENST00000588831
LRFN3,ENSG00000126243,ENST00000246529
PTPRA,ENSG00000132670,ENST00000455631
PTPRA,ENSG00000132670,ENST00000430705
PTPRA,ENSG00000132670,ENST00000216877
PTPRA,ENSG00000132670,ENST00000318266
PTPRA,ENSG00000132670,ENST00000399903
PTPRA,ENSG00000132670,ENST00000380393
PTPRA,ENSG00000132670,ENST00000356147
PTPRA,ENSG00000132670,ENST00000455631
PTPRA,ENSG00000132670,ENST00000430705
PTPRA,ENSG00000132670,ENST00000216877
PTPRA,ENSG00000132670,ENST00000318266
PTPRA,ENSG00000132670,ENST00000399903
PTPRA,ENSG00000132670,ENST00000356147
PTPRA,ENSG00000132670,ENST00000380393
ZNF341,ENSG00000131061,ENST00000483118
ZNF341,ENSG00000131061,ENST00000342427
ZNF341,ENSG00000131061,ENST00000375200
ZNF341,ENSG00000131061,ENST00000497876
ZMYND8,ENSG00000101040,ENST00000446994
ZMYND8,ENSG00000101040,ENST00000468376
ZMYND8,ENSG00000101040,ENST00000540497
ZMYND8,ENSG00000101040,ENST00000617418
ZMYND8,ENSG00000101040,ENST00000352431
ZMYND8,ENSG00000101040,ENST00000435836
ZMYND8,ENSG00000101040,ENST00000311275
ZMYND8,ENSG00000101040,ENST00000355972
ZMYND8,ENSG00000101040,ENST00000467200
ZMYND8,ENSG00000101040,ENST00000461685
ZMYND8,ENSG00000101040,ENST00000262975
ZMYND8,ENSG00000101040,ENST00000611941
ZMYND8,ENSG00000101040,ENST00000458360
ZMYND8,ENSG00000101040,ENST00000360911
ZMYND8,ENSG00000101040,ENST00000372023
ZMYND8,ENSG00000101040,ENST00000536340
ZMYND8,ENSG00000101040,ENST00000396281
ZMYND8,ENSG00000101040,ENST00000619049
ZMYND8,ENSG00000101040,ENST00000471951
KCNJ6,ENSG00000157542,ENST00000609713
KCNJ6-AS1,ENSG00000233213,ENST00000435001
,,
CECR5,ENSG00000069998,ENST00000477157
CECR5,ENSG00000069998,ENST00000336737
CECR5,ENSG00000069998,ENST00000486462
CECR5,ENSG00000069998,ENST00000155674
CECR5,ENSG00000069998,ENST00000399852
SLC2A11,ENSG00000133460,ENST00000255830
SLC2A11,ENSG00000133460,ENST00000461809
SLC2A11,ENSG00000133460,ENST00000418102
SLC2A11,ENSG00000133460,ENST00000489322
AP000350.10,ENSG00000251357,ENST00000433835
SLC2A11,ENSG00000133460,ENST00000482576
SLC2A11,ENSG00000133460,ENST00000403208
SLC2A11,ENSG00000133460,ENST00000345044
SLC2A11,ENSG00000133460,ENST00000405847
SLC2A11,ENSG00000133460,ENST00000467660
SLC2A11,ENSG00000133460,ENST00000316185
SLC2A11,ENSG00000133460,ENST00000398356
SLC2A11,ENSG00000133460,ENST00000611880
KB-1125A3.12,ENSG00000279467,ENST00000624923
SLC2A11,ENSG00000133460,ENST00000405286
RN7SL268P,ENSG00000244425,ENST00000491172
SLC2A11,ENSG00000133460,ENST00000423972
SLC2A11,ENSG00000133460,ENST00000436643
SLC2A11,ENSG00000133460,ENST00000472526
SLC2A11,ENSG00000133460,ENST00000405340
SLC2A11,ENSG00000133460,ENST00000473740
MICALL1,ENSG00000100139,ENST00000424008
MICALL1,ENSG00000100139,ENST00000215957
MICALL1,ENSG00000100139,ENST00000454685
MICALL1,ENSG00000100139,ENST00000402631
RBX1,ENSG00000100387,ENST00000216225
RBX1,ENSG00000100387,ENST00000476110
RBX1,ENSG00000100387,ENST00000467617
SMS,ENSG00000102172,ENST00000379404
SMS,ENSG00000102172,ENST00000404933
DDX3X,ENSG00000215301,ENST00000457138
DDX3X,ENSG00000215301,ENST00000611546
DDX3X,ENSG00000215301,ENST00000615742
DDX3X,ENSG00000215301,ENST00000480592
DDX3X,ENSG00000215301,ENST00000629496
DDX3X,ENSG00000215301,ENST00000611968
DDX3X,ENSG00000215301,ENST00000630255
DDX3X,ENSG00000215301,ENST00000615313
DDX3X,ENSG00000215301,ENST00000625837
DDX3X,ENSG00000215301,ENST00000622198
DDX3X,ENSG00000215301,ENST00000399959
DDX3X,ENSG00000215301,ENST00000630370
DDX3X,ENSG00000215301,ENST00000478993
DDX3X,ENSG00000215301,ENST00000616050
DDX3X,ENSG00000215301,ENST00000542215
DDX3X,ENSG00000215301,ENST00000441189
DDX3X,ENSG00000215301,ENST00000626301
RN7SL15P,ENSG00000264573,ENST00000582825
DDX3X,ENSG00000215301,ENST00000610559
DDX3X,ENSG00000215301,ENST00000630858
DDX3X,ENSG00000215301,ENST00000629785
,,ENSR00002134278
EFHC2,ENSG00000183690,ENST00000420999
,,ENSR00002134592
XAGE3,ENSG00000171402,ENST00000375491
XAGE3,ENSG00000171402,ENST00000346279
KDM5C,ENSG00000126012,ENST00000375383
MIR6894,ENSG00000277474,ENST00000622662
MIR6895,ENSG00000276575,ENST00000613497
KDM5C,ENSG00000126012,ENST00000404049
KDM5C,ENSG00000126012,ENST00000375401
KDM5C,ENSG00000126012,ENST00000465402
KDM5C,ENSG00000126012,ENST00000375379
KDM5C,ENSG00000126012,ENST00000452825
KDM5C,ENSG00000126012,ENST00000481369
KDM5C,ENSG00000126012,ENST00000477109
KDM5C,ENSG00000126012,ENST00000497100
SMC1A,ENSG00000072501,ENST00000469129
SMC1A,ENSG00000072501,ENST00000322213
SMC1A,ENSG00000072501,ENST00000470241
SMC1A,ENSG00000072501,ENST00000375340
NXF3,ENSG00000147206,ENST00000470724
NXF3,ENSG00000147206,ENST00000460791
NXF3,ENSG00000147206,ENST00000497850
NXF3,ENSG00000147206,ENST00000427570
LL0XNC01-221F2.2,ENSG00000226241,ENST00000440243
NXF3,ENSG00000147206,ENST00000395065
NXF3,ENSG00000147206,ENST00000494300
FRMPD3,ENSG00000147234,ENST00000276185
FRMPD3,ENSG00000147234,ENST00000439554
STAG2,ENSG00000101972,ENST00000455404
STAG2,ENSG00000101972,ENST00000469481
STAG2,ENSG00000101972,ENST00000483575
STAG2,ENSG00000101972,ENST00000371144
STAG2,ENSG00000101972,ENST00000471107
STAG2,ENSG00000101972,ENST00000371157
STAG2,ENSG00000101972,ENST00000371160
STAG2,ENSG00000101972,ENST00000371145
STAG2,ENSG00000101972,ENST00000466748
STAG2,ENSG00000101972,ENST00000218089
STAG2,ENSG00000101972,ENST00000469481
TENM1,ENSG00000009694,ENST00000422452
TENM1,ENSG00000009694,ENST00000371130
ELF4,ENSG00000102034,ENST00000615377
ELF4,ENSG00000102034,ENST00000434609
ELF4,ENSG00000102034,ENST00000308167
ELF4,ENSG00000102034,ENST00000335997
,,ENSR00002139927
,,ENSR00002139928
STK26,ENSG00000134602,ENST00000496850
STK26,ENSG00000134602,ENST00000394335
STK26,ENSG00000134602,ENST00000394334
STK26,ENSG00000134602,ENST00000354719
STK26,ENSG00000134602,ENST00000481105
ATP11C,ENSG00000101974,ENST00000327569
ATP11C,ENSG00000101974,ENST00000485626
ATP11C,ENSG00000101974,ENST00000370557
ATP11C,ENSG00000101974,ENST00000361648
ATP11C,ENSG00000101974,ENST00000460773
RFTN1P1,ENSG00000234795,ENST00000442584
RFTN1P1,ENSG00000234795,ENST00000455527
NBPF10,ENSG00000271425,ENST00000610925
NBPF10,ENSG00000271425,ENST00000616399
NBPF10,ENSG00000271425,ENST00000622244
NBPF10,ENSG00000271425,ENST00000583866
NBPF10,ENSG00000271425,ENST00000613557
NBPF10,ENSG00000271425,ENST00000613224
NBPF10,ENSG00000271425,ENST00000617010
FO538757.2,ENSG00000279457,ENST00000623083
FO538757.2,ENSG00000279457,ENST00000624735
MIR6859-4,ENSG00000273874,ENST00000612080
FO538757.3,ENSG00000279928,ENST00000624431
FO538757.2,ENSG00000279457,ENST00000623834
,,ENSR00001576089
CROCCP2,ENSG00000215908,ENST00000412962
RP5-1182A14.5,ENSG00000271732,ENST00000607700
,,ENSR00001743201
CROCCP2,ENSG00000215908,ENST00000362058
CROCCP2,ENSG00000215908,ENST00000412962
,,ENSR00001743202
CROCCP2,ENSG00000215908,ENST00000362058
MST1P2,ENSG00000186301,ENST00000457982
,,ENSR00001743209
MST1P2,ENSG00000186301,ENST00000457982
CROCCP2,ENSG00000215908,ENST00000362058
MST1P2,ENSG00000186301,ENST00000457982
CROCCP2,ENSG00000215908,ENST00000362058
,,ENSR00000669076
CROCC,ENSG00000058453,ENST00000467938
CROCC,ENSG00000058453,ENST00000375541
CROCC,ENSG00000058453,ENST00000486318
CROCC,ENSG00000058453,ENST00000492631
CROCC,ENSG00000058453,ENST00000467715
CROCC,ENSG00000058453,ENST00000494191
CROCC,ENSG00000058453,ENST00000445545
CROCC,ENSG00000058453,ENST00000466256
PADI2,ENSG00000117115,ENST00000375486
PADI2,ENSG00000117115,ENST00000466151
PADI2,ENSG00000117115,ENST00000479534
ALDH4A1,ENSG00000159423,ENST00000538309
ALDH4A1,ENSG00000159423,ENST00000290597
ALDH4A1,ENSG00000159423,ENST00000538839
RP13-279N23.2,ENSG00000255275,ENST00000494072
ALDH4A1,ENSG00000159423,ENST00000375341
HSPG2,ENSG00000142798,ENST00000374695
HSPG2,ENSG00000142798,ENST00000471322
HSPG2,ENSG00000142798,ENST00000426143
HSPG2,ENSG00000142798,ENST00000374676
PAFAH2,ENSG00000158006,ENST00000374282
PAFAH2,ENSG00000158006,ENST00000464540
PAFAH2,ENSG00000158006,ENST00000439092
PAFAH2,ENSG00000158006,ENST00000493892
PAFAH2,ENSG00000158006,ENST00000374284
PAFAH2,ENSG00000158006,ENST00000441420
,,ENSR00001745235
RPS6KA1,ENSG00000117676,ENST00000374168
RPS6KA1,ENSG00000117676,ENST00000531113
RPS6KA1,ENSG00000117676,ENST00000403732
RPS6KA1,ENSG00000117676,ENST00000530003
RPS6KA1,ENSG00000117676,ENST00000530305
RPS6KA1,ENSG00000117676,ENST00000526792
RPS6KA1,ENSG00000117676,ENST00000531382
RPS6KA1,ENSG00000117676,ENST00000374166
RPS6KA1,ENSG00000117676,ENST00000438977
RPS6KA1,ENSG00000117676,ENST00000374163
SNRPEP7,ENSG00000225990,ENST00000438350
NPM1P39,ENSG00000225159,ENST00000449818
RP11-288L9.4,ENSG00000225886,ENST00000626608
IFI6,ENSG00000126709,ENST00000362020
IFI6,ENSG00000126709,ENST00000361157
RP11-288L9.4,ENSG00000225886,ENST00000628584
IFI6,ENSG00000126709,ENST00000339145
RP11-288L9.4,ENSG00000225886,ENST00000430683
RP11-288L9.4,ENSG00000225886,ENST00000625232
RP11-288L9.4,ENSG00000225886,ENST00000628586
RP11-288L9.4,ENSG00000225886,ENST00000629895
RPA2,ENSG00000117748,ENST00000373909
RPA2,ENSG00000117748,ENST00000313433
RPA2,ENSG00000117748,ENST00000373912
RPA2,ENSG00000117748,ENST00000444045
,,ENSR00001745638
,,
,,
MAP7D1,ENSG00000116871,ENST00000429533
MAP7D1,ENSG00000116871,ENST00000462118
MAP7D1,ENSG00000116871,ENST00000474796
MAP7D1,ENSG00000116871,ENST00000530729
MAP7D1,ENSG00000116871,ENST00000373150
MAP7D1,ENSG00000116871,ENST00000532131
MAP7D1,ENSG00000116871,ENST00000527764
MAP7D1,ENSG00000116871,ENST00000373151
MAP7D1,ENSG00000116871,ENST00000373148
MAP7D1,ENSG00000116871,ENST00000530975
MAP7D1,ENSG00000116871,ENST00000487131
MAP7D1,ENSG00000116871,ENST00000487114
MAP7D1,ENSG00000116871,ENST00000316156
,,ENSR00001747091
YRDC,ENSG00000196449,ENST00000373044
C1orf122,ENSG00000197982,ENST00000419397
C1orf122,ENSG00000197982,ENST00000373043
MTF1,ENSG00000188786,ENST00000373036
C1orf122,ENSG00000197982,ENST00000468084
C1orf122,ENSG00000197982,ENST00000373042
RP5-884C9.2,ENSG00000224592,ENST00000432922
RP5-884C9.2,ENSG00000224592,ENST00000428151
PPT1,ENSG00000131238,ENST00000433473
PPT1,ENSG00000131238,ENST00000449045
PPT1,ENSG00000131238,ENST00000439754
PPT1,ENSG00000131238,ENST00000527311
PPT1,ENSG00000131238,ENST00000372779
PPT1,ENSG00000131238,ENST00000529905
PPT1,ENSG00000131238,ENST00000530076
PPT1,ENSG00000131238,ENST00000530704
PPT1,ENSG00000131238,ENST00000526547
,,ENSR00000669744
,,ENSR00001747783
SZT2,ENSG00000198198,ENST00000470139
SZT2,ENSG00000198198,ENST00000478140
SZT2,ENSG00000198198,ENST00000562955
PTPRF,ENSG00000142949,ENST00000359947
PTPRF,ENSG00000142949,ENST00000467464
PTPRF,ENSG00000142949,ENST00000429895
PTPRF,ENSG00000142949,ENST00000412568
PTPRF,ENSG00000142949,ENST00000438120
PTPRF,ENSG00000142949,ENST00000414879
PTPRF,ENSG00000142949,ENST00000414879
PTPRF,ENSG00000142949,ENST00000477970
PTPRF,ENSG00000142949,ENST00000496447
PTPRF,ENSG00000142949,ENST00000429895
PTPRF,ENSG00000142949,ENST00000412568
PTPRF,ENSG00000142949,ENST00000438120
PTPRF,ENSG00000142949,ENST00000359947
PTPRF,ENSG00000142949,ENST00000372407
PTPRF,ENSG00000142949,ENST00000438120
PTPRF,ENSG00000142949,ENST00000359947
PTPRF,ENSG00000142949,ENST00000372407
PTPRF,ENSG00000142949,ENST00000414879
PTPRF,ENSG00000142949,ENST00000477970
PTPRF,ENSG00000142949,ENST00000429895
PTPRF,ENSG00000142949,ENST00000412568
PTPRF,ENSG00000142949,ENST00000496447
PTPRF,ENSG00000142949,ENST00000414879
PTPRF,ENSG00000142949,ENST00000477970
PTPRF,ENSG00000142949,ENST00000496447
PTPRF,ENSG00000142949,ENST00000429895
PTPRF,ENSG00000142949,ENST00000412568
PTPRF,ENSG00000142949,ENST00000438120
PTPRF,ENSG00000142949,ENST00000359947
PTPRF,ENSG00000142949,ENST00000372407
ORC1,ENSG00000085840,ENST00000371568
CC2D1B,ENSG00000154222,ENST00000371586
CC2D1B,ENSG00000154222,ENST00000284376
PLA2G12AP1,ENSG00000224680,ENST00000497678
ORC1,ENSG00000085840,ENST00000371566
CC2D1B,ENSG00000154222,ENST00000491136
CC2D1B,ENSG00000154222,ENST00000284376
CC2D1B,ENSG00000154222,ENST00000371586
ORC1,ENSG00000085840,ENST00000371568
ORC1,ENSG00000085840,ENST00000371566
CC2D1B,ENSG00000154222,ENST00000491136
PLA2G12AP1,ENSG00000224680,ENST00000497678
CELSR2,ENSG00000143126,ENST00000498157
CELSR2,ENSG00000143126,ENST00000489018
CELSR2,ENSG00000143126,ENST00000271332
CELSR2,ENSG00000143126,ENST00000459940
PHGDH,ENSG00000092621,ENST00000369409
PHGDH,ENSG00000092621,ENST00000462324
PHGDH,ENSG00000092621,ENST00000493622
PHGDH,ENSG00000092621,ENST00000369407
PHGDH,ENSG00000092621,ENST00000496756
,,ENSR00001759321
HIST2H3DP1,ENSG00000213244,ENST00000401004
HIST2H2BA,ENSG00000223345,ENST00000430394
RP11-439A17.10,ENSG00000234998,ENST00000426275
HIST2H2BA,ENSG00000223345,ENST00000412169
RP11-439A17.4,ENSG00000227193,ENST00000427872
,,ENSR00001759596
,,ENSR00001759711
,,ENSR00001585518
,,
PEX11B,ENSG00000131779,ENST00000428634
ITGA10,ENSG00000143127,ENST00000369304
PEX11B,ENSG00000131779,ENST00000369306
ITGA10,ENSG00000143127,ENST00000539363
PEX11B,ENSG00000131779,ENST00000537888
ITGA10,ENSG00000143127,ENST00000468261
,,ENSR00001524427
,,ENSR00001760129
RP11-337C18.8,ENSG00000237188,ENST00000607149
PRKAB2,ENSG00000131791,ENST00000474939
RP11-337C18.8,ENSG00000237188,ENST00000440377
FMO5,ENSG00000131781,ENST00000527849
RP11-337C18.8,ENSG00000237188,ENST00000606757
RP11-337C18.9,ENSG00000271721,ENST00000606152
PRKAB2,ENSG00000131791,ENST00000254101
RP11-337C18.10,ENSG00000273071,ENST00000606856
,,ENSR00001760358
CELF3,ENSG00000159409,ENST00000420342
CELF3,ENSG00000159409,ENST00000478829
CELF3,ENSG00000159409,ENST00000290583
CELF3,ENSG00000159409,ENST00000290585
CELF3,ENSG00000159409,ENST00000470688
CELF3,ENSG00000159409,ENST00000419910
CELF3,ENSG00000159409,ENST00000479893
RIIAD1,ENSG00000178796,ENST00000326413
RP11-98D18.1,ENSG00000227045,ENST00000457548
CELF3,ENSG00000159409,ENST00000420342
CELF3,ENSG00000159409,ENST00000478829
CELF3,ENSG00000159409,ENST00000290583
CELF3,ENSG00000159409,ENST00000290585
CELF3,ENSG00000159409,ENST00000470688
CELF3,ENSG00000159409,ENST00000419910
CELF3,ENSG00000159409,ENST00000479893
RIIAD1,ENSG00000178796,ENST00000326413
RP11-98D18.1,ENSG00000227045,ENST00000457548
INTS3,ENSG00000143624,ENST00000476843
INTS3,ENSG00000143624,ENST00000512605
INTS3,ENSG00000143624,ENST00000480659
INTS3,ENSG00000143624,ENST00000481797
INTS3,ENSG00000143624,ENST00000368669
INTS3,ENSG00000143624,ENST00000318967
INTS3,ENSG00000143624,ENST00000368670
INTS3,ENSG00000143624,ENST00000503133
INTS3,ENSG00000143624,ENST00000435409
INTS3,ENSG00000143624,ENST00000491790
INTS3,ENSG00000143624,ENST00000503133
INTS3,ENSG00000143624,ENST00000435409
SLC27A3,ENSG00000143554,ENST00000468403
SLC27A3,ENSG00000143554,ENST00000483574
INTS3,ENSG00000143624,ENST00000318967
INTS3,ENSG00000143624,ENST00000368669
INTS3,ENSG00000143624,ENST00000512605
SLC27A3,ENSG00000143554,ENST00000368661
AL513523.2,ENSG00000279767,ENST00000623024
INTS3,ENSG00000143624,ENST00000368670
INTS3,ENSG00000143624,ENST00000624515
SLC27A3,ENSG00000143554,ENST00000271857
INTS3,ENSG00000143624,ENST00000481797
INTS3,ENSG00000143624,ENST00000476843
SLC27A3,ENSG00000143554,ENST00000484014
SLC27A3,ENSG00000143554,ENST00000624995
,,ENSR00001761493
PEAR1,ENSG00000187800,ENST00000465101
PEAR1,ENSG00000187800,ENST00000292357
PEAR1,ENSG00000187800,ENST00000482505
PEAR1,ENSG00000187800,ENST00000469390
PEAR1,ENSG00000187800,ENST00000338302
,,ENSR00001762164
RP11-367J7.4,ENSG00000231700,ENST00000435919
IFI16,ENSG00000163565,ENST00000566111
,,ENSR00001762502
OR10J8P,ENSG00000251686,ENST00000504659
RP11-550P17.5,ENSG00000228560,ENST00000431862
NCSTN,ENSG00000162736,ENST00000424645
NCSTN,ENSG00000162736,ENST00000424754
NCSTN,ENSG00000162736,ENST00000491390
NCSTN,ENSG00000162736,ENST00000437169
NCSTN,ENSG00000162736,ENST00000469159
NCSTN,ENSG00000162736,ENST00000435149
NCSTN,ENSG00000162736,ENST00000467837
NCSTN,ENSG00000162736,ENST00000368063
NCSTN,ENSG00000162736,ENST00000459963
NCSTN,ENSG00000162736,ENST00000294785
NCSTN,ENSG00000162736,ENST00000438008
NCSTN,ENSG00000162736,ENST00000491332
NCSTN,ENSG00000162736,ENST00000421914
,,ENSR00001762755
FAM78B,ENSG00000188859,ENST00000354422
FAM78B,ENSG00000188859,ENST00000435676
FAM78B,ENSG00000188859,ENST00000338353
FAM78B,ENSG00000188859,ENST00000456900
FAM78B,ENSG00000188859,ENST00000441649
TNR,ENSG00000116147,ENST00000263525
TNR,ENSG00000116147,ENST00000367674
TNR,ENSG00000116147,ENST00000422274
RFWD2,ENSG00000143207,ENST00000498306
RFWD2,ENSG00000143207,ENST00000367669
RFWD2,ENSG00000143207,ENST00000367667
RFWD2,ENSG00000143207,ENST00000491600
RFWD2,ENSG00000143207,ENST00000459744
RFWD2,ENSG00000143207,ENST00000367666
RFWD2,ENSG00000143207,ENST00000474194
RFWD2,ENSG00000143207,ENST00000308769
RP1-35C21.2,ENSG00000227579,ENST00000438575
RP1-35C21.2,ENSG00000227579,ENST00000458070
RP11-545A16.4,ENSG00000261060,ENST00000567150
TDRD5,ENSG00000162782,ENST00000444136
TDRD5,ENSG00000162782,ENST00000294848
TDRD5,ENSG00000162782,ENST00000367614
RP11-545A16.3,ENSG00000227141,ENST00000427215
RGSL1,ENSG00000121446,ENST00000415960
RGSL1,ENSG00000121446,ENST00000443996
RGSL1,ENSG00000121446,ENST00000436031
RGSL1,ENSG00000121446,ENST00000294854
LAMC2,ENSG00000058085,ENST00000264144
LAMC2,ENSG00000058085,ENST00000493293
,,ENSR00000548951
SNRPE,ENSG00000182004,ENST00000469451
SNRPE,ENSG00000182004,ENST00000483099
SNRPE,ENSG00000182004,ENST00000367208
KRT8P29,ENSG00000236430,ENST00000420409
SNRPE,ENSG00000182004,ENST00000414487
SNRPE,ENSG00000182004,ENST00000475035
SNRPE,ENSG00000182004,ENST00000470492
CDK18,ENSG00000117266,ENST00000489617
CDK18,ENSG00000117266,ENST00000506215
CDK18,ENSG00000117266,ENST00000506489
CDK18,ENSG00000117266,ENST00000476153
CDK18,ENSG00000117266,ENST00000515494
CDK18,ENSG00000117266,ENST00000360066
CDK18,ENSG00000117266,ENST00000478560
CDK18,ENSG00000117266,ENST00000515514
CDK18,ENSG00000117266,ENST00000506784
CDK18,ENSG00000117266,ENST00000462976
CDK18,ENSG00000117266,ENST00000468954
CDK18,ENSG00000117266,ENST00000504162
CDK18,ENSG00000117266,ENST00000507240
CDK18,ENSG00000117266,ENST00000443813
CDK18,ENSG00000117266,ENST00000512008
CDK18,ENSG00000117266,ENST00000429964
CDK18,ENSG00000117266,ENST00000505932
CDK18,ENSG00000117266,ENST00000419301
CDK18,ENSG00000117266,ENST00000512922
CDK18,ENSG00000117266,ENST00000504648
CDK18,ENSG00000117266,ENST00000459862
CDK18,ENSG00000117266,ENST00000507067
CDK18,ENSG00000117266,ENST00000484080
TGFB2,ENSG00000092969,ENST00000488793
TGFB2,ENSG00000092969,ENST00000366930
TGFB2,ENSG00000092969,ENST00000366929
OBSCN,ENSG00000154358,ENST00000602832
RP5-1139B12.4,ENSG00000270110,ENST00000602778
OBSCN,ENSG00000154358,ENST00000284548
OBSCN,ENSG00000154358,ENST00000422127
